,null,constant,periodic_1,periodic_2,periodic_3,stepwise,state_transition
75,89,65,59,49,45,47,57
76,65,81,31,53,65,95,91
77,53,61,95,47,33,23,91
78,99,47,69,59,41,81,55
79,51,73,83,73,43,97,99
80,85,95,43,43,57,81,99
81,27,97,43,75,31,59,99
82,79,47,97,71,43,99,97
83,99,77,69,55,45,59,43
84,85,75,53,37,31,63,35
85,99,53,61,51,39,79,93
86,73,89,81,45,53,43,99
87,61,99,81,59,35,95,55
88,91,89,91,61,99,53,75
89,99,87,83,53,53,71,61
90,97,79,47,29,41,57,99
91,63,77,51,51,71,53,87
92,65,41,75,47,29,31,81
93,31,87,41,95,79,99,51
94,81,47,65,69,37,59,89
95,99,87,79,63,45,99,35
96,55,85,71,41,51,79,45
97,53,45,73,57,39,93,45
98,69,63,83,59,33,43,71
99,81,99,67,41,33,37,95
100,43,79,57,45,33,49,49
101,85,45,49,55,31,69,99
102,69,99,63,35,41,99,71
103,57,45,71,37,41,63,59
104,97,93,55,63,93,71,91
105,45,81,83,75,47,67,59
106,95,99,81,43,99,61,79
107,99,91,53,59,41,43,53
108,81,99,31,43,57,47,89
109,99,69,37,51,35,99,99
110,97,83,99,35,53,45,79
111,31,75,35,45,95,71,95
112,81,77,53,57,29,95,85
113,71,99,29,69,63,71,39
114,91,67,95,43,57,85,37
115,57,59,99,43,43,41,97
116,35,47,93,69,45,77,73
117,97,99,49,43,55,59,93
118,99,65,39,57,51,55,89
119,77,69,43,31,25,27,99
120,71,99,51,57,35,57,47
121,97,89,71,43,33,47,83
122,83,99,73,57,81,97,75
123,95,31,95,77,47,95,73
124,49,97,85,53,45,29,99
125,59,39,61,43,45,81,75
126,49,79,95,55,33,61,63
127,93,99,57,55,57,73,35
128,65,69,55,83,43,47,93
129,99,63,55,61,41,87,97
130,87,83,89,45,61,51,85
131,55,53,51,33,53,61,69
132,99,83,41,69,41,97,45
133,81,95,99,69,47,99,83
134,75,73,59,29,23,45,47
135,73,99,39,41,53,71,47
136,99,83,45,83,77,99,57
137,95,71,53,53,37,61,97
138,99,57,65,23,47,75,63
139,75,41,87,65,49,49,61
140,97,97,73,41,59,49,77
141,41,53,55,41,35,47,99
142,57,39,79,43,35,89,65
143,81,83,43,57,29,79,83
144,99,79,51,51,31,51,85
145,99,49,35,37,29,99,99
146,85,99,49,47,27,31,89
147,65,97,71,59,31,59,95
148,59,79,59,33,49,49,69
149,61,37,99,51,29,41,99
150,99,91,57,49,57,55,43
151,69,27,89,47,41,59,81
152,99,99,49,51,31,99,83
153,65,73,81,37,59,67,85
154,75,47,89,57,33,93,99
155,87,75,91,61,41,35,45
156,91,63,97,83,67,99,99
157,73,63,33,51,67,53,99
158,99,97,29,55,41,63,69
159,67,97,41,71,69,59,99
160,99,53,97,55,37,35,67
161,79,99,95,57,51,31,63
162,67,99,85,45,49,87,75
163,29,91,33,35,65,99,91
164,99,35,99,43,35,65,99
165,55,51,29,41,35,77,73
166,69,97,79,59,37,95,93
167,75,37,83,45,51,45,73
168,95,85,59,75,33,97,79
169,53,53,55,61,51,85,99
170,71,53,81,61,29,31,87
171,77,53,67,45,57,83,97
172,51,91,79,41,53,43,83
173,87,59,37,63,43,45,67
174,43,95,51,41,35,63,97
175,77,99,63,53,41,51,49
176,67,99,91,67,35,99,73
177,99,69,51,39,39,91,81
178,63,85,61,41,51,99,97
179,91,89,71,51,99,35,93
180,75,99,55,61,35,31,79
181,57,99,57,45,53,47,45
182,99,73,91,53,27,49,95
183,51,31,83,29,45,65,59
184,99,75,65,57,99,81,45
185,79,43,55,45,55,69,99
186,99,87,83,59,49,37,29
187,83,53,57,57,45,75,65
188,75,63,51,53,93,39,71
189,63,95,77,99,33,61,67
190,85,71,35,55,29,57,39
191,63,61,91,57,37,37,75
192,91,93,53,81,49,85,67
193,95,99,41,63,93,57,47
194,99,57,47,57,37,99,39
195,95,51,99,33,35,77,89
196,81,31,37,41,43,69,99
197,95,45,77,61,51,75,59
198,77,51,47,55,61,49,69
199,57,55,57,33,49,39,93
