,scan_0,scan_1,scan_2,scan_3
206,0,0,0,0
207,0,0,0,0
208,0,0,54,0
209,0,0,0,8
210,0,0,12,163
211,0,0,0,4
212,0,16,0,0
213,0,0,0,0
214,0,0,0,0
215,14,2,0,0
216,0,0,0,0
217,0,22,13,20
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,11,0
224,0,76,0,0
225,0,0,0,0
226,0,22,0,0
227,0,0,0,0
228,2,0,8,2
229,0,0,0,44
230,0,0,0,0
231,14,0,0,0
232,0,0,0,0
233,22,70,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,26
238,0,0,0,0
239,0,0,0,0
240,0,4,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,2
244,0,97,0,0
245,59,14,0,0
246,2,0,52,0
247,4,0,28,0
248,0,0,0,0
249,0,60,2,0
250,0,0,0,0
251,0,0,0,0
252,0,0,133,0
253,0,0,153,6
254,0,0,0,0
255,0,0,0,0
256,0,0,0,62
257,0,8,0,0
258,0,88,0,0
259,12,12,2,0
260,55,12,0,6
261,33,149,0,0
262,0,0,0,0
263,0,0,0,258
264,0,0,0,0
265,0,0,0,0
266,0,0,2,30
267,0,0,0,0
268,10,0,0,34
269,0,0,0,0
270,0,0,0,0
271,36,82,10,0
272,0,0,0,0
273,0,0,0,79
274,0,0,94,0
275,0,0,0,0
276,0,50,0,0
277,0,0,75,0
278,0,86,42,68
279,0,18,0,0
280,26,0,0,0
281,0,6,22,155
282,0,0,0,0
283,32,0,0,48
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,0,0,0,0
288,0,180,0,0
289,0,0,0,6
290,12,20,12,0
291,0,0,2,0
292,14,96,0,0
293,0,0,0,0
294,0,0,107,0
295,364,4,2,0
296,0,0,0,0
297,2,0,0,4
298,0,0,0,0
299,0,0,0,18
300,0,0,0,0
301,10,0,0,0
302,2,68,0,8
303,0,0,0,0
304,0,0,0,0
305,56,30,0,0
306,4,171,0,214
307,4,0,132,2
308,2,0,0,0
309,370,0,0,0
310,0,80,0,4
311,10,74,2,0
312,26,0,0,0
313,0,0,0,0
314,0,16,32,0
315,0,110,0,60
316,0,0,86,0
317,0,0,0,0
318,0,0,4,8
319,2,6,0,0
320,0,0,0,0
321,0,0,0,0
322,27,221,0,0
323,0,0,0,0
324,20,4,0,0
325,0,2,0,0
326,0,0,0,0
327,0,0,30,0
328,0,0,0,0
329,0,0,0,0
330,18,6,0,0
331,0,0,0,0
332,0,0,0,0
333,10,0,0,0
334,0,0,0,0
335,0,0,44,149
336,0,0,0,0
337,0,0,0,0
338,0,2,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,6,0,0
343,0,0,0,26
344,2,66,205,0
345,0,42,0,0
346,0,0,8,2
347,0,0,0,0
348,0,0,0,0
349,24,2,6,0
350,26,0,0,0
351,0,0,0,0
352,0,0,2,0
353,0,122,2,0
354,0,2,0,152
355,0,0,0,0
356,0,0,0,296
357,0,0,0,0
358,68,115,0,8
359,2,0,0,0
360,0,0,0,0
361,163,148,0,16
362,0,0,0,0
363,0,0,0,0
364,135,0,24,6
365,0,2,0,4
366,0,0,0,0
367,0,0,23,0
368,0,0,0,0
369,92,145,64,0
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,4,0
374,4,0,2,8
375,18,0,0,0
376,2,135,59,0
377,0,0,106,0
378,0,0,0,0
379,0,0,0,0
380,20,0,0,12
381,0,0,2,0
382,0,0,0,0
383,10,0,0,0
384,0,14,0,0
385,0,0,0,0
386,0,0,0,0
387,6,0,0,0
388,228,0,0,0
389,0,0,0,6
390,2,0,0,0
391,0,62,0,0
392,0,123,210,0
393,0,100,4,6
394,0,0,0,0
395,0,22,0,0
396,0,0,56,0
397,2,0,0,0
398,47,0,0,0
399,14,6,4,0
400,2,4,0,0
401,0,0,2,38
402,60,0,0,0
403,0,0,0,0
404,38,4,0,0
405,0,50,0,0
406,4,88,0,10
407,0,0,0,2
408,0,0,2,0
409,2,24,20,87
410,0,0,0,0
411,0,0,0,0
412,22,10,22,0
413,0,0,0,0
414,8,0,95,108
415,0,0,0,0
416,0,84,0,0
417,0,0,0,0
418,0,0,0,0
419,0,0,2,12
420,0,0,0,0
421,0,20,0,0
422,0,8,0,0
423,0,0,0,0
424,0,0,0,0
425,182,40,0,0
426,0,0,0,32
427,6,0,0,0
428,0,0,0,0
429,0,0,62,0
430,0,0,16,0
431,0,0,46,0
432,0,0,0,0
433,0,0,0,0
434,108,42,0,0
435,0,0,0,0
436,0,0,0,0
437,0,2,0,0
438,0,50,0,0
439,52,0,0,0
440,0,0,0,0
441,16,18,4,0
442,0,191,0,0
443,0,0,0,0
444,0,0,0,0
445,0,0,0,2
446,110,2,2,0
447,6,8,14,0
448,0,4,48,0
449,0,0,0,0
450,0,0,0,141
451,0,0,40,58
452,0,0,0,0
453,0,22,0,0
454,0,0,0,0
455,0,0,0,0
456,0,0,0,0
457,0,0,0,0
458,0,0,0,0
459,0,0,0,0
460,0,0,0,0
461,0,20,0,0
462,0,4,0,0
463,0,0,0,0
464,0,16,0,60
465,10,0,0,0
466,44,176,0,4
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,28,0
472,0,0,0,64
473,0,0,0,0
474,0,8,46,0
475,0,0,4,0
476,0,0,0,0
477,26,0,0,0
478,2,0,60,2
479,108,0,12,0
480,0,0,0,0
481,8,0,6,158
482,6,0,0,0
483,0,20,0,2
484,0,28,0,22
485,0,0,0,0
486,0,0,0,60
487,0,0,12,4
488,0,263,32,0
489,0,125,0,0
490,0,0,0,0
491,139,0,8,0
492,0,0,0,0
493,0,2,0,0
494,182,0,0,0
495,0,0,26,38
496,8,0,54,0
497,0,0,0,2
498,0,0,0,0
499,0,2,0,0
500,0,0,0,0
501,0,0,0,0
502,0,0,0,0
503,0,77,0,0
504,12,48,0,0
505,0,0,54,0
506,0,0,0,0
507,4,0,0,0
508,0,0,0,0
509,2,98,0,12
510,0,0,0,0
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,0,0,22,2
515,0,0,0,0
516,0,0,0,0
517,127,6,4,0
518,0,0,0,0
519,0,4,4,0
520,24,0,0,0
521,0,0,0,0
522,0,0,0,0
523,104,0,0,0
524,65,2,132,0
525,0,0,0,0
526,0,0,0,0
527,4,4,2,0
528,0,0,0,0
529,0,0,0,0
530,2,46,0,0
531,0,0,0,0
532,0,0,0,0
533,0,88,138,6
534,0,0,0,0
535,0,0,21,0
536,153,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,189
540,0,44,0,0
541,4,0,2,6
542,0,46,66,0
543,78,0,0,0
544,0,0,0,0
545,0,0,0,4
546,16,0,34,0
547,0,0,0,0
548,26,0,0,0
549,0,0,0,0
550,2,44,32,0
551,0,0,4,54
552,28,0,7,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,0,10,6
557,0,18,0,0
558,0,0,0,0
559,0,0,0,0
560,0,0,0,0
561,0,70,130,0
562,0,0,0,0
563,8,58,0,0
564,0,74,6,0
565,0,0,0,63
566,2,60,0,0
567,0,4,0,0
568,84,6,0,0
569,0,0,0,0
570,0,0,0,28
571,10,0,0,0
572,0,0,0,0
573,0,31,0,2
574,0,19,26,4
575,0,0,66,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,15,0,0
581,0,0,0,0
582,0,47,0,0
583,0,43,0,66
584,0,0,0,0
585,2,0,8,98
586,4,14,0,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,44,0,0,0
591,0,70,0,0
592,0,0,0,0
593,0,0,0,0
594,0,0,0,0
595,0,0,0,0
596,0,0,0,0
597,0,0,0,0
598,12,0,35,0
599,0,126,4,28
600,0,0,0,0
601,0,0,0,0
602,121,0,0,182
603,0,0,0,0
604,0,0,0,0
605,0,0,0,0
606,0,0,0,0
607,0,0,0,0
608,0,0,18,0
609,0,0,0,0
610,2,2,0,0
611,26,0,0,0
612,40,10,40,0
613,0,0,31,0
614,0,12,0,73
615,0,146,0,0
616,16,0,144,2
617,0,0,0,0
618,0,106,182,0
619,0,2,0,0
620,0,0,4,0
621,0,4,0,6
622,0,20,2,0
623,0,81,0,0
624,0,10,225,6
625,0,4,0,4
626,0,0,98,2
627,2,0,20,26
628,171,138,12,2
629,0,18,2,0
630,0,0,0,0
631,8,0,0,0
632,0,0,0,0
633,0,0,2,152
634,88,0,0,0
635,0,0,0,0
636,0,0,0,0
637,0,0,0,40
638,0,0,0,0
639,0,0,0,0
640,0,0,40,4
641,0,0,0,0
642,0,0,0,0
643,98,0,0,0
644,0,8,41,0
645,56,0,0,0
646,6,0,0,0
647,0,0,0,0
648,0,0,0,118
649,0,0,0,0
650,0,0,2,12
651,0,0,0,8
652,6,28,0,0
653,4,0,0,4
654,0,0,0,0
655,0,0,0,0
656,0,0,0,0
657,0,0,0,0
658,0,0,0,0
659,0,0,0,0
660,0,0,0,0
661,0,0,0,0
662,4,16,0,0
663,2,0,10,2
664,0,0,0,0
665,0,0,140,0
666,0,0,0,104
667,0,0,0,0
668,0,0,0,9
669,50,46,10,0
670,0,4,0,0
671,0,0,0,0
672,0,0,0,0
673,8,0,0,0
674,0,0,0,0
675,0,2,0,2
676,0,0,18,0
677,0,0,0,0
678,0,0,0,0
679,0,0,0,10
680,0,0,18,0
681,0,2,0,0
682,22,0,0,44
683,0,0,0,0
684,0,0,0,0
685,0,0,0,103
686,0,2,4,2
687,0,0,0,0
688,6,8,4,0
689,0,0,0,0
690,0,0,0,2
691,255,0,12,179
692,0,0,0,0
693,0,0,85,0
694,0,0,0,0
695,0,0,0,0
696,10,0,0,0
697,124,12,0,0
698,0,0,138,192
699,0,0,0,0
700,0,0,0,0
701,6,0,4,0
702,0,0,0,0
703,0,0,0,0
704,0,0,0,0
705,22,0,0,0
706,38,0,0,0
707,0,0,85,0
708,0,0,0,0
709,0,0,0,2
710,0,0,27,0
711,2,0,0,0
712,4,24,166,0
713,8,0,0,0
714,0,0,133,72
715,0,0,108,0
716,20,0,68,18
717,0,127,0,0
718,4,0,177,191
719,0,0,0,0
720,12,0,4,117
721,240,1,0,0
722,0,60,2,4
723,0,0,0,18
724,0,6,0,4
725,4,0,0,0
726,0,0,0,0
727,0,8,4,0
728,0,0,35,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,141
732,0,0,0,0
733,82,6,0,0
734,6,136,0,0
735,0,78,0,0
736,0,0,0,116
737,0,0,0,0
738,0,0,0,0
739,0,54,0,0
740,0,0,0,0
741,133,0,0,0
742,0,0,0,0
743,0,0,0,0
744,0,0,4,0
745,0,0,0,2
746,0,47,12,0
747,4,0,0,0
748,18,72,2,0
749,194,2,227,0
750,0,14,42,0
751,0,0,0,0
752,0,0,0,0
753,0,0,20,26
754,0,0,0,0
755,0,0,0,0
756,0,21,82,0
757,0,0,0,0
758,0,0,0,0
759,0,0,0,0
760,37,0,0,0
761,0,0,0,0
762,0,0,0,0
763,0,0,0,0
764,0,0,0,0
765,2,0,2,8
766,41,0,0,0
767,0,0,0,0
768,18,6,0,42
769,0,0,0,0
770,0,0,0,0
771,0,0,104,0
772,0,76,86,0
773,0,0,0,0
774,0,0,52,8
775,0,0,0,0
776,0,0,0,0
777,0,0,122,0
778,0,0,0,0
779,0,0,2,0
780,22,144,0,0
781,226,0,0,161
782,6,0,0,110
783,0,0,8,108
784,0,0,0,0
785,27,0,0,0
786,0,0,0,0
787,0,102,0,0
788,50,0,34,2
789,0,0,16,0
790,10,0,0,0
791,0,0,10,0
792,2,0,0,0
793,0,24,0,0
794,0,3,2,0
795,0,0,0,0
796,10,181,4,2
797,4,32,40,0
798,0,0,60,10
799,0,43,0,0
800,0,0,0,0
801,0,4,0,0
802,0,0,0,0
803,0,0,0,0
804,0,0,0,8
805,0,0,107,22
806,0,0,2,83
807,0,0,0,22
808,0,30,2,0
809,0,0,0,0
810,178,0,26,30
811,0,0,0,0
