,null,constant,periodic_1,periodic_2,periodic_3,stepwise,state_transition
158,49,49,31,21,21,49,49
159,33,39,21,21,23,25,35
160,49,49,43,21,21,39,45
161,29,45,23,29,23,31,47
162,37,49,47,23,21,49,45
163,49,25,23,23,21,37,49
164,49,25,29,29,21,41,49
165,45,25,23,23,21,21,37
166,45,33,21,29,21,39,47
167,45,49,27,23,21,23,47
168,49,47,25,21,21,37,43
169,49,43,39,21,21,31,45
170,35,47,31,23,21,49,47
171,49,43,21,47,23,41,39
172,49,45,43,23,21,41,39
173,29,49,27,21,21,41,27
174,45,39,27,21,21,37,49
175,31,39,23,21,21,35,45
176,45,29,29,27,21,33,47
177,47,21,39,25,21,25,49
178,35,47,21,27,21,29,37
179,35,41,21,29,25,49,47
180,49,45,21,23,21,31,27
181,43,49,23,21,23,47,45
182,43,39,21,31,21,41,43
183,37,45,27,23,23,33,49
184,49,33,23,23,21,21,27
185,49,49,31,21,23,21,45
186,41,45,29,21,21,43,23
187,43,43,27,23,27,33,49
188,31,43,35,21,21,25,49
189,39,35,21,29,23,49,43
190,49,45,31,21,25,49,47
191,49,49,39,21,21,23,37
192,49,49,25,35,21,49,45
193,43,49,31,27,21,47,23
194,41,35,23,23,25,31,45
195,47,49,23,23,27,29,41
196,41,49,31,21,49,29,37
197,41,49,31,25,21,21,41
198,43,49,23,21,25,39,33
199,37,49,27,21,21,45,49
