,null,constant,periodic_1,periodic_2,periodic_3,stepwise,state_transition
72,43,31,43,23,29,31,27
73,43,49,49,27,21,41,49
74,47,49,41,33,21,29,45
75,45,47,25,45,21,29,49
76,31,49,35,25,21,45,49
77,43,43,49,35,21,47,49
78,25,49,31,35,23,29,45
79,49,49,39,35,21,49,45
80,45,45,41,21,33,45,49
81,49,33,41,27,21,35,49
82,49,39,47,39,49,33,49
83,49,43,29,47,29,27,43
84,49,45,29,33,21,29,33
85,27,35,31,21,29,49,25
86,39,29,31,39,25,49,49
87,49,35,21,27,49,27,49
88,43,49,45,37,37,35,49
89,49,49,47,31,21,29,45
90,49,49,39,23,23,49,47
91,49,37,35,33,27,43,43
92,47,27,43,27,23,31,49
93,37,37,23,31,23,45,49
94,49,47,47,27,33,23,37
95,41,23,41,27,29,29,37
96,49,37,33,27,21,33,33
97,49,49,35,39,37,45,49
98,47,43,37,23,31,35,43
99,49,31,21,23,23,29,23
100,49,47,31,29,31,23,43
101,45,33,37,27,23,41,45
102,39,49,45,23,49,45,35
103,47,49,29,25,31,31,49
104,47,43,49,35,21,31,25
105,45,49,29,49,23,25,33
106,41,31,31,29,31,21,43
107,49,43,49,27,21,29,41
108,45,29,39,27,21,23,35
109,49,49,45,27,23,47,45
110,49,49,23,27,21,23,47
111,47,49,47,45,25,29,43
112,43,49,43,25,29,49,45
113,39,47,37,39,25,49,33
114,49,41,49,47,29,43,43
115,27,33,29,23,23,33,49
116,23,49,39,37,21,29,49
117,49,43,37,41,29,29,31
118,49,33,29,31,27,49,33
119,37,43,37,31,25,47,33
120,47,23,31,43,21,49,31
121,33,41,39,31,21,49,43
122,41,25,33,33,21,49,31
123,49,37,35,33,23,31,43
124,25,29,27,33,23,43,35
125,47,41,29,33,21,25,49
126,33,49,31,21,21,35,43
127,49,41,47,21,21,39,45
128,47,49,49,21,27,21,45
129,37,35,33,25,29,23,47
130,47,41,21,21,21,49,47
131,45,39,47,27,25,25,49
132,35,49,41,21,23,41,49
133,31,49,41,35,25,25,27
134,23,41,31,21,25,47,45
135,49,25,49,21,21,23,47
136,41,45,27,43,21,49,49
137,49,49,47,33,21,21,43
138,49,41,31,23,23,31,49
139,49,45,37,31,33,47,49
140,43,35,31,21,21,21,27
141,41,49,29,25,21,49,49
142,35,45,35,21,29,49,41
143,39,47,35,35,23,43,47
144,47,45,45,21,31,21,27
145,41,49,43,25,25,47,35
146,49,49,49,23,23,47,49
147,45,33,47,25,21,39,29
148,47,49,37,29,49,33,21
149,33,43,49,39,31,37,47
150,43,39,31,23,21,45,47
151,35,27,43,27,23,39,23
152,45,47,35,25,21,41,49
153,41,45,49,31,21,43,33
154,45,41,41,21,27,47,25
155,49,49,25,27,29,47,49
156,47,31,39,29,21,23,49
157,45,47,43,21,29,43,47
158,47,33,47,21,23,41,43
159,35,49,31,29,21,41,49
160,25,41,41,27,21,47,49
161,43,45,45,33,23,45,31
162,47,45,47,27,33,49,29
163,43,37,45,21,29,43,33
164,49,23,49,39,49,21,49
165,49,35,33,23,23,33,45
166,47,49,39,21,23,21,45
167,43,47,45,41,27,49,49
168,31,47,25,35,21,41,45
169,39,49,27,37,21,23,47
170,35,49,37,47,35,43,37
171,37,43,39,27,25,37,49
172,27,43,49,23,21,25,49
173,47,47,37,33,21,47,45
174,43,37,45,33,27,49,49
175,47,41,27,23,21,45,43
176,49,43,39,31,25,49,33
177,49,49,29,25,21,45,49
178,39,45,45,29,25,49,45
179,35,49,49,31,49,37,47
180,23,47,43,31,23,39,41
181,43,45,45,29,21,31,45
182,37,47,47,25,31,25,49
183,39,35,31,31,45,41,29
184,45,49,45,25,31,47,49
185,43,49,39,23,23,47,47
186,37,49,45,21,25,37,49
187,27,49,33,21,27,49,33
188,35,35,49,23,47,25,49
189,45,45,27,29,29,45,39
190,49,47,31,25,29,47,39
191,49,37,49,45,29,43,49
192,49,49,25,29,23,27,43
193,39,39,49,39,23,25,45
194,49,45,33,27,21,35,39
195,49,45,49,21,29,31,45
196,47,37,29,33,27,49,49
197,25,39,35,33,23,37,31
198,47,39,47,27,21,45,31
199,45,33,49,23,21,23,47
